	model	dataset	scaler	actor_zscore	features_mode	feature_group	is_top	features_json	model_params_json	accuracy	f1	f1_macro	mcc	tp	tn	fp	fn	roc_auc	average_precision
1981	logistic_regression	savee	none	False	all	all	False	"{""mode"": ""all""}"	"{""C"": 10.0, ""class_weight"": {""0"": 4, ""1"": 1}, ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.72	0.83	0.44	-0.04	85.0	1.0	29.0	5.0	0.85	0.94
1983	logistic_regression	savee	none	False	prefixes	prosodic	False	"{""mode"": ""prefixes"", ""prefixes"": [""F0_"", ""energy_""]}"	"{""C"": 10.0, ""class_weight"": {""0"": 4, ""1"": 1}, ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.82	0.89	0.71	0.46	85.0	13.0	17.0	5.0	0.93	0.98
1984	logistic_regression	savee	none	False	prefixes	acoustic	False	"{""mode"": ""prefixes"", ""prefixes"": [""mfcc_"", ""spec_"", ""zcr_"", ""spectral_contrast_"", ""chroma_""]}"	"{""C"": 10.0, ""class_weight"": {""0"": 4, ""1"": 1}, ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.76	0.86	0.56	0.2	86.0	5.0	25.0	4.0	0.86	0.94
1985	logistic_regression	savee	none	False	explicit	voice_quality	False	"{""columns"": [""jitter"", ""shimmer"", ""hnr""], ""mode"": ""explicit""}"	"{""C"": 10.0, ""class_weight"": {""0"": 4, ""1"": 1}, ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.32	0.16	0.29	0.15	8.0	30.0	0.0	82.0	0.5	0.8
1986	logistic_regression	ravdess	robust	True	all	all	False	"{""mode"": ""all""}"	"{""C"": 10.0, ""class_weight"": {""0"": 4, ""1"": 1}, ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.75	0.85	0.56	0.23	213.0	13.0	7.0	67.0	0.78	0.98
1988	logistic_regression	ravdess	robust	True	prefixes	prosodic	False	"{""mode"": ""prefixes"", ""prefixes"": [""F0_"", ""energy_""]}"	"{""C"": 10.0, ""class_weight"": {""0"": 4, ""1"": 1}, ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.93	0.97	0.48	0.0	280.0	0.0	20.0	0.0	0.79	0.98
1989	logistic_regression	ravdess	robust	True	prefixes	acoustic	False	"{""mode"": ""prefixes"", ""prefixes"": [""mfcc_"", ""spec_"", ""zcr_"", ""spectral_contrast_"", ""chroma_""]}"	"{""C"": 10.0, ""class_weight"": {""0"": 4, ""1"": 1}, ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.79	0.88	0.57	0.22	226.0	11.0	9.0	54.0	0.72	0.97
1990	logistic_regression	ravdess	robust	True	explicit	voice_quality	False	"{""columns"": [""jitter"", ""shimmer"", ""hnr""], ""mode"": ""explicit""}"	"{""C"": 10.0, ""class_weight"": {""0"": 4, ""1"": 1}, ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.93	0.97	0.48	0.0	280.0	0.0	20.0	0.0	0.5	0.93
1991	logistic_regression	ravdess	robust	False	all	all	False	"{""mode"": ""all""}"	"{""C"": 10.0, ""class_weight"": {""0"": 4, ""1"": 1}, ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.91	0.95	0.57	0.14	270.0	3.0	17.0	10.0	0.76	0.98
1993	logistic_regression	ravdess	robust	False	prefixes	prosodic	False	"{""mode"": ""prefixes"", ""prefixes"": [""F0_"", ""energy_""]}"	"{""C"": 10.0, ""class_weight"": {""0"": 4, ""1"": 1}, ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.79	0.88	0.49	-0.01	235.0	3.0	17.0	45.0	0.79	0.98
1994	logistic_regression	ravdess	robust	False	prefixes	acoustic	False	"{""mode"": ""prefixes"", ""prefixes"": [""mfcc_"", ""spec_"", ""zcr_"", ""spectral_contrast_"", ""chroma_""]}"	"{""C"": 10.0, ""class_weight"": {""0"": 4, ""1"": 1}, ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.92	0.96	0.55	0.14	275.0	2.0	18.0	5.0	0.74	0.98
1995	logistic_regression	ravdess	robust	False	explicit	voice_quality	False	"{""columns"": [""jitter"", ""shimmer"", ""hnr""], ""mode"": ""explicit""}"	"{""C"": 10.0, ""class_weight"": {""0"": 4, ""1"": 1}, ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.93	0.97	0.48	0.0	280.0	0.0	20.0	0.0	0.49	0.93
1996	logistic_regression	ravdess	standard	True	all	all	False	"{""mode"": ""all""}"	"{""C"": 10.0, ""class_weight"": {""0"": 4, ""1"": 1}, ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.81	0.89	0.6	0.27	232.0	12.0	8.0	48.0	0.77	0.98
1998	logistic_regression	ravdess	standard	True	prefixes	prosodic	False	"{""mode"": ""prefixes"", ""prefixes"": [""F0_"", ""energy_""]}"	"{""C"": 10.0, ""class_weight"": {""0"": 4, ""1"": 1}, ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.93	0.97	0.48	0.0	280.0	0.0	20.0	0.0	0.79	0.98
1999	logistic_regression	ravdess	standard	True	prefixes	acoustic	False	"{""mode"": ""prefixes"", ""prefixes"": [""mfcc_"", ""spec_"", ""zcr_"", ""spectral_contrast_"", ""chroma_""]}"	"{""C"": 10.0, ""class_weight"": {""0"": 4, ""1"": 1}, ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.79	0.88	0.57	0.22	226.0	11.0	9.0	54.0	0.72	0.97
2000	logistic_regression	ravdess	standard	True	explicit	voice_quality	False	"{""columns"": [""jitter"", ""shimmer"", ""hnr""], ""mode"": ""explicit""}"	"{""C"": 10.0, ""class_weight"": {""0"": 4, ""1"": 1}, ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.93	0.97	0.48	0.0	280.0	0.0	20.0	0.0	0.5	0.93
2001	logistic_regression	ravdess	standard	False	all	all	False	"{""mode"": ""all""}"	"{""C"": 10.0, ""class_weight"": {""0"": 4, ""1"": 1}, ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.91	0.95	0.57	0.15	271.0	3.0	17.0	9.0	0.74	0.97
2003	logistic_regression	ravdess	standard	False	prefixes	prosodic	False	"{""mode"": ""prefixes"", ""prefixes"": [""F0_"", ""energy_""]}"	"{""C"": 10.0, ""class_weight"": {""0"": 4, ""1"": 1}, ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.8	0.89	0.49	-0.0	237.0	3.0	17.0	43.0	0.79	0.98
2004	logistic_regression	ravdess	standard	False	prefixes	acoustic	False	"{""mode"": ""prefixes"", ""prefixes"": [""mfcc_"", ""spec_"", ""zcr_"", ""spectral_contrast_"", ""chroma_""]}"	"{""C"": 10.0, ""class_weight"": {""0"": 4, ""1"": 1}, ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.92	0.96	0.55	0.14	275.0	2.0	18.0	5.0	0.74	0.98
2005	logistic_regression	ravdess	standard	False	explicit	voice_quality	False	"{""columns"": [""jitter"", ""shimmer"", ""hnr""], ""mode"": ""explicit""}"	"{""C"": 10.0, ""class_weight"": {""0"": 4, ""1"": 1}, ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.93	0.97	0.48	0.0	280.0	0.0	20.0	0.0	0.49	0.93
2006	logistic_regression	ravdess	none	True	all	all	False	"{""mode"": ""all""}"	"{""C"": 10.0, ""class_weight"": {""0"": 4, ""1"": 1}, ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.78	0.87	0.57	0.23	222.0	12.0	8.0	58.0	0.79	0.98
2008	logistic_regression	ravdess	none	True	prefixes	prosodic	False	"{""mode"": ""prefixes"", ""prefixes"": [""F0_"", ""energy_""]}"	"{""C"": 10.0, ""class_weight"": {""0"": 4, ""1"": 1}, ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.93	0.97	0.48	0.0	280.0	0.0	20.0	0.0	0.79	0.98
2009	logistic_regression	ravdess	none	True	prefixes	acoustic	False	"{""mode"": ""prefixes"", ""prefixes"": [""mfcc_"", ""spec_"", ""zcr_"", ""spectral_contrast_"", ""chroma_""]}"	"{""C"": 10.0, ""class_weight"": {""0"": 4, ""1"": 1}, ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.78	0.87	0.56	0.2	222.0	11.0	9.0	58.0	0.73	0.97
2010	logistic_regression	ravdess	none	True	explicit	voice_quality	False	"{""columns"": [""jitter"", ""shimmer"", ""hnr""], ""mode"": ""explicit""}"	"{""C"": 10.0, ""class_weight"": {""0"": 4, ""1"": 1}, ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.93	0.97	0.48	0.0	280.0	0.0	20.0	0.0	0.5	0.93
2011	logistic_regression	ravdess	none	False	all	all	False	"{""mode"": ""all""}"	"{""C"": 10.0, ""class_weight"": {""0"": 4, ""1"": 1}, ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.89	0.94	0.52	0.05	265.0	2.0	18.0	15.0	0.79	0.98
2013	logistic_regression	ravdess	none	False	prefixes	prosodic	False	"{""mode"": ""prefixes"", ""prefixes"": [""F0_"", ""energy_""]}"	"{""C"": 10.0, ""class_weight"": {""0"": 4, ""1"": 1}, ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.81	0.89	0.48	-0.03	241.0	2.0	18.0	39.0	0.79	0.98
2014	logistic_regression	ravdess	none	False	prefixes	acoustic	False	"{""mode"": ""prefixes"", ""prefixes"": [""mfcc_"", ""spec_"", ""zcr_"", ""spectral_contrast_"", ""chroma_""]}"	"{""C"": 10.0, ""class_weight"": {""0"": 4, ""1"": 1}, ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.91	0.95	0.54	0.08	270.0	2.0	18.0	10.0	0.79	0.98
2015	logistic_regression	ravdess	none	False	explicit	voice_quality	False	"{""columns"": [""jitter"", ""shimmer"", ""hnr""], ""mode"": ""explicit""}"	"{""C"": 10.0, ""class_weight"": {""0"": 4, ""1"": 1}, ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.93	0.97	0.48	0.0	280.0	0.0	20.0	0.0	0.53	0.94
2016	logistic_regression	savee	robust	True	all	all	False	"{""mode"": ""all""}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 4}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.77	0.86	0.58	0.24	86.0	6.0	24.0	4.0	0.72	0.89
2018	logistic_regression	savee	robust	True	prefixes	prosodic	False	"{""mode"": ""prefixes"", ""prefixes"": [""F0_"", ""energy_""]}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 4}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.75	0.86	0.43	0.0	90.0	0.0	30.0	0.0	0.94	0.98
2019	logistic_regression	savee	robust	True	prefixes	acoustic	False	"{""mode"": ""prefixes"", ""prefixes"": [""mfcc_"", ""spec_"", ""zcr_"", ""spectral_contrast_"", ""chroma_""]}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 4}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.77	0.86	0.52	0.21	89.0	3.0	27.0	1.0	0.71	0.88
2020	logistic_regression	savee	robust	True	explicit	voice_quality	False	"{""columns"": [""jitter"", ""shimmer"", ""hnr""], ""mode"": ""explicit""}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 4}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.74	0.85	0.43	-0.05	89.0	0.0	30.0	1.0	0.64	0.85
2021	logistic_regression	savee	robust	False	all	all	False	"{""mode"": ""all""}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 4}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.75	0.86	0.43	0.0	90.0	0.0	30.0	0.0	0.82	0.94
2023	logistic_regression	savee	robust	False	prefixes	prosodic	False	"{""mode"": ""prefixes"", ""prefixes"": [""F0_"", ""energy_""]}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 4}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.75	0.86	0.43	0.0	90.0	0.0	30.0	0.0	0.93	0.98
2024	logistic_regression	savee	robust	False	prefixes	acoustic	False	"{""mode"": ""prefixes"", ""prefixes"": [""mfcc_"", ""spec_"", ""zcr_"", ""spectral_contrast_"", ""chroma_""]}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 4}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.75	0.86	0.43	0.0	90.0	0.0	30.0	0.0	0.8	0.94
2025	logistic_regression	savee	robust	False	explicit	voice_quality	False	"{""columns"": [""jitter"", ""shimmer"", ""hnr""], ""mode"": ""explicit""}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 4}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.75	0.86	0.43	0.0	90.0	0.0	30.0	0.0	0.54	0.8
2026	logistic_regression	savee	standard	True	all	all	False	"{""mode"": ""all""}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 4}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.79	0.88	0.6	0.35	89.0	6.0	24.0	1.0	0.73	0.89
2028	logistic_regression	savee	standard	True	prefixes	prosodic	False	"{""mode"": ""prefixes"", ""prefixes"": [""F0_"", ""energy_""]}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 4}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.75	0.86	0.43	0.0	90.0	0.0	30.0	0.0	0.94	0.98
2029	logistic_regression	savee	standard	True	prefixes	acoustic	False	"{""mode"": ""prefixes"", ""prefixes"": [""mfcc_"", ""spec_"", ""zcr_"", ""spectral_contrast_"", ""chroma_""]}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 4}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.78	0.87	0.53	0.28	90.0	3.0	27.0	0.0	0.73	0.89
2030	logistic_regression	savee	standard	True	explicit	voice_quality	False	"{""columns"": [""jitter"", ""shimmer"", ""hnr""], ""mode"": ""explicit""}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 4}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.74	0.85	0.43	-0.05	89.0	0.0	30.0	1.0	0.64	0.85
2031	logistic_regression	savee	standard	False	all	all	False	"{""mode"": ""all""}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 4}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.75	0.86	0.43	0.0	90.0	0.0	30.0	0.0	0.8	0.93
2033	logistic_regression	savee	standard	False	prefixes	prosodic	False	"{""mode"": ""prefixes"", ""prefixes"": [""F0_"", ""energy_""]}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 4}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.75	0.86	0.43	0.0	90.0	0.0	30.0	0.0	0.92	0.98
2034	logistic_regression	savee	standard	False	prefixes	acoustic	False	"{""mode"": ""prefixes"", ""prefixes"": [""mfcc_"", ""spec_"", ""zcr_"", ""spectral_contrast_"", ""chroma_""]}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 4}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.75	0.86	0.43	0.0	90.0	0.0	30.0	0.0	0.82	0.94
2035	logistic_regression	savee	standard	False	explicit	voice_quality	False	"{""columns"": [""jitter"", ""shimmer"", ""hnr""], ""mode"": ""explicit""}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 4}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.74	0.85	0.43	-0.05	89.0	0.0	30.0	1.0	0.53	0.79
2036	logistic_regression	savee	none	True	all	all	False	"{""mode"": ""all""}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 4}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.76	0.86	0.49	0.15	89.0	2.0	28.0	1.0	0.88	0.96
2038	logistic_regression	savee	none	True	prefixes	prosodic	False	"{""mode"": ""prefixes"", ""prefixes"": [""F0_"", ""energy_""]}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 4}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.75	0.86	0.43	0.0	90.0	0.0	30.0	0.0	0.94	0.99
2039	logistic_regression	savee	none	True	prefixes	acoustic	False	"{""mode"": ""prefixes"", ""prefixes"": [""mfcc_"", ""spec_"", ""zcr_"", ""spectral_contrast_"", ""chroma_""]}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 4}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.76	0.86	0.46	0.16	90.0	1.0	29.0	0.0	0.85	0.95
2040	logistic_regression	savee	none	True	explicit	voice_quality	False	"{""columns"": [""jitter"", ""shimmer"", ""hnr""], ""mode"": ""explicit""}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 4}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.73	0.84	0.45	0.0	87.0	1.0	29.0	3.0	0.63	0.85
2041	logistic_regression	savee	none	False	all	all	False	"{""mode"": ""all""}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 4}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.72	0.83	0.42	-0.11	86.0	0.0	30.0	4.0	0.85	0.96
2043	logistic_regression	savee	none	False	prefixes	prosodic	False	"{""mode"": ""prefixes"", ""prefixes"": [""F0_"", ""energy_""]}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 4}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.75	0.86	0.43	0.0	90.0	0.0	30.0	0.0	0.91	0.97
2044	logistic_regression	savee	none	False	prefixes	acoustic	False	"{""mode"": ""prefixes"", ""prefixes"": [""mfcc_"", ""spec_"", ""zcr_"", ""spectral_contrast_"", ""chroma_""]}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 4}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.72	0.84	0.42	-0.09	87.0	0.0	30.0	3.0	0.84	0.95
2045	logistic_regression	savee	none	False	explicit	voice_quality	False	"{""columns"": [""jitter"", ""shimmer"", ""hnr""], ""mode"": ""explicit""}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 4}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.75	0.86	0.43	0.0	90.0	0.0	30.0	0.0	0.73	0.9
2046	logistic_regression	ravdess	robust	True	all	all	False	"{""mode"": ""all""}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 4}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.35	0.46	0.32	0.17	84.0	20.0	0.0	196.0	0.72	0.98
2048	logistic_regression	ravdess	robust	True	prefixes	prosodic	False	"{""mode"": ""prefixes"", ""prefixes"": [""F0_"", ""energy_""]}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 4}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.93	0.97	0.48	0.0	280.0	0.0	20.0	0.0	0.79	0.98
2049	logistic_regression	ravdess	robust	True	prefixes	acoustic	False	"{""mode"": ""prefixes"", ""prefixes"": [""mfcc_"", ""spec_"", ""zcr_"", ""spectral_contrast_"", ""chroma_""]}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 4}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.42	0.55	0.37	0.17	107.0	19.0	1.0	173.0	0.68	0.97
2050	logistic_regression	ravdess	robust	True	explicit	voice_quality	False	"{""columns"": [""jitter"", ""shimmer"", ""hnr""], ""mode"": ""explicit""}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 4}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.93	0.97	0.48	0.0	280.0	0.0	20.0	0.0	0.49	0.93
2051	logistic_regression	ravdess	robust	False	all	all	False	"{""mode"": ""all""}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 4}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.93	0.97	0.48	0.0	280.0	0.0	20.0	0.0	0.73	0.98
2053	logistic_regression	ravdess	robust	False	prefixes	prosodic	False	"{""mode"": ""prefixes"", ""prefixes"": [""F0_"", ""energy_""]}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 4}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.93	0.97	0.48	0.0	280.0	0.0	20.0	0.0	0.79	0.98
2054	logistic_regression	ravdess	robust	False	prefixes	acoustic	False	"{""mode"": ""prefixes"", ""prefixes"": [""mfcc_"", ""spec_"", ""zcr_"", ""spectral_contrast_"", ""chroma_""]}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 4}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.93	0.97	0.48	0.0	280.0	0.0	20.0	0.0	0.72	0.97
2055	logistic_regression	ravdess	robust	False	explicit	voice_quality	False	"{""columns"": [""jitter"", ""shimmer"", ""hnr""], ""mode"": ""explicit""}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 4}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.93	0.97	0.48	0.0	280.0	0.0	20.0	0.0	0.48	0.93
2056	logistic_regression	ravdess	standard	True	all	all	False	"{""mode"": ""all""}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 4}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.93	0.97	0.48	0.0	280.0	0.0	20.0	0.0	0.76	0.98
2058	logistic_regression	ravdess	standard	True	prefixes	prosodic	False	"{""mode"": ""prefixes"", ""prefixes"": [""F0_"", ""energy_""]}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 4}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.93	0.97	0.48	0.0	280.0	0.0	20.0	0.0	0.78	0.98
2059	logistic_regression	ravdess	standard	True	prefixes	acoustic	False	"{""mode"": ""prefixes"", ""prefixes"": [""mfcc_"", ""spec_"", ""zcr_"", ""spectral_contrast_"", ""chroma_""]}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 4}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.93	0.97	0.48	0.0	280.0	0.0	20.0	0.0	0.76	0.98
2060	logistic_regression	ravdess	standard	True	explicit	voice_quality	False	"{""columns"": [""jitter"", ""shimmer"", ""hnr""], ""mode"": ""explicit""}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 4}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.93	0.97	0.48	0.0	280.0	0.0	20.0	0.0	0.5	0.93
2061	logistic_regression	ravdess	standard	False	all	all	False	"{""mode"": ""all""}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 4}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.93	0.97	0.48	0.0	280.0	0.0	20.0	0.0	0.78	0.98
2063	logistic_regression	ravdess	standard	False	prefixes	prosodic	False	"{""mode"": ""prefixes"", ""prefixes"": [""F0_"", ""energy_""]}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 4}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.93	0.97	0.48	0.0	280.0	0.0	20.0	0.0	0.79	0.98
2064	logistic_regression	ravdess	standard	False	prefixes	acoustic	False	"{""mode"": ""prefixes"", ""prefixes"": [""mfcc_"", ""spec_"", ""zcr_"", ""spectral_contrast_"", ""chroma_""]}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 4}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.93	0.97	0.48	0.0	280.0	0.0	20.0	0.0	0.79	0.98
2065	logistic_regression	ravdess	standard	False	explicit	voice_quality	False	"{""columns"": [""jitter"", ""shimmer"", ""hnr""], ""mode"": ""explicit""}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 4}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.93	0.97	0.48	0.0	280.0	0.0	20.0	0.0	0.5	0.93
2066	logistic_regression	ravdess	none	True	all	all	False	"{""mode"": ""all""}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 4}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.73	0.83	0.56	0.28	202.0	16.0	4.0	78.0	0.8	0.98
2068	logistic_regression	ravdess	none	True	prefixes	prosodic	False	"{""mode"": ""prefixes"", ""prefixes"": [""F0_"", ""energy_""]}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 4}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.93	0.97	0.48	0.0	280.0	0.0	20.0	0.0	0.79	0.98
