	model	dataset	scaler	actor_zscore	features_mode	feature_group	is_top	features_json	model_params_json	accuracy	f1	f1_macro	mcc	tp	tn	fp	fn	roc_auc	average_precision
2677	logistic_regression	savee	robust	True	explicit	all	20	"{""columns"": [""mfcc_5_mean"", ""chroma_11_mean"", ""spectral_contrast_2_mean"", ""mfcc_delta2_7_std"", ""mfcc_3_mean"", ""mfcc_delta2_12_std"", ""mfcc_2_mean"", ""mfcc_delta2_13_std"", ""spectral_contrast_6_mean"", ""mfcc_delta_4_std"", ""mfcc_delta_7_std"", ""hnr"", ""chroma_12_mean"", ""mfcc_7_mean"", ""mfcc_delta_3_std"", ""spectral_contrast_7_mean"", ""mfcc_delta_4_mean"", ""mfcc_11_mean"", ""spectral_contrast_3_mean"", ""mfcc_delta2_8_std""], ""mode"": ""explicit""}"	"{""C"": 10.0, ""class_weight"": {""0"": 5, ""1"": 1}, ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.76	0.85	0.63	0.28	81.0	10.0	20.0	9.0	0.86	0.96
2682	logistic_regression	savee	robust	False	explicit	all	20	"{""columns"": [""F0_mean"", ""mfcc_13_mean"", ""spec_centroid_mean"", ""chroma_11_mean"", ""mfcc_delta2_7_std"", ""mfcc_delta_3_std"", ""F0_std"", ""mfcc_13_std"", ""mfcc_5_mean"", ""mfcc_10_std"", ""mfcc_delta2_13_std"", ""chroma_6_mean"", ""spectral_contrast_2_mean"", ""mfcc_delta2_12_std"", ""chroma_9_mean"", ""chroma_10_mean"", ""mfcc_delta2_1_mean"", ""mfcc_delta_5_std"", ""mfcc_delta_1_mean"", ""mfcc_7_mean""], ""mode"": ""explicit""}"	"{""C"": 10.0, ""class_weight"": {""0"": 5, ""1"": 1}, ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.77	0.86	0.6	0.26	85.0	7.0	23.0	5.0	0.89	0.97
2687	logistic_regression	savee	standard	True	explicit	all	20	"{""columns"": [""mfcc_5_mean"", ""chroma_11_mean"", ""mfcc_delta2_13_std"", ""mfcc_delta_3_std"", ""spec_centroid_mean"", ""mfcc_delta_5_mean"", ""mfcc_3_mean"", ""mfcc_delta2_12_std"", ""mfcc_delta_4_mean"", ""spectral_contrast_6_mean"", ""mfcc_delta2_7_std"", ""spectral_contrast_2_mean"", ""mfcc_delta_9_mean"", ""mfcc_delta_4_std"", ""mfcc_delta_7_std"", ""mfcc_delta2_7_mean"", ""hnr"", ""mfcc_2_mean"", ""chroma_12_mean"", ""spectral_contrast_3_mean""], ""mode"": ""explicit""}"	"{""C"": 10.0, ""class_weight"": {""0"": 5, ""1"": 1}, ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.72	0.84	0.49	0.05	84.0	3.0	27.0	6.0	0.88	0.96
2692	logistic_regression	savee	standard	False	explicit	all	20	"{""columns"": [""mfcc_13_mean"", ""F0_mean"", ""spec_centroid_mean"", ""mfcc_delta2_7_std"", ""chroma_6_mean"", ""mfcc_13_std"", ""chroma_11_mean"", ""F0_std"", ""mfcc_5_mean"", ""spectral_contrast_2_mean"", ""mfcc_delta_4_mean"", ""mfcc_delta2_13_std"", ""mfcc_delta_3_std"", ""chroma_5_mean"", ""mfcc_delta2_12_std"", ""mfcc_10_std"", ""mfcc_delta_1_mean"", ""chroma_9_mean"", ""chroma_10_mean"", ""mfcc_delta2_1_mean""], ""mode"": ""explicit""}"	"{""C"": 10.0, ""class_weight"": {""0"": 5, ""1"": 1}, ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.78	0.86	0.6	0.28	86.0	7.0	23.0	4.0	0.86	0.95
2697	logistic_regression	savee	none	True	explicit	all	20	"{""columns"": [""spectral_contrast_2_mean"", ""mfcc_delta2_12_std"", ""mfcc_delta2_7_std"", ""spec_bandwidth_mean"", ""mfcc_delta_3_std"", ""mfcc_delta_4_mean"", ""F0_std"", ""mfcc_delta2_13_std"", ""mfcc_delta_4_std"", ""mfcc_delta2_8_std"", ""F0_mean"", ""mfcc_5_mean"", ""energy_mean"", ""spectral_contrast_6_mean"", ""mfcc_delta2_4_std"", ""chroma_12_mean"", ""spec_centroid_mean"", ""chroma_11_mean"", ""mfcc_4_std"", ""mfcc_delta2_6_std""], ""mode"": ""explicit""}"	"{""C"": 10.0, ""class_weight"": {""0"": 5, ""1"": 1}, ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.76	0.85	0.64	0.29	80.0	11.0	19.0	10.0	0.88	0.96
2702	logistic_regression	savee	none	False	explicit	all	20	"{""columns"": [""mfcc_delta2_7_mean"", ""mfcc_delta2_13_std"", ""mfcc_delta2_7_std"", ""mfcc_delta_12_std"", ""mfcc_delta_7_mean"", ""mfcc_delta2_12_std"", ""spectral_contrast_2_mean"", ""mfcc_delta_4_mean"", ""spectral_contrast_6_mean"", ""mfcc_delta2_1_mean"", ""spectral_contrast_4_mean"", ""mfcc_delta_5_std"", ""mfcc_delta2_3_std"", ""mfcc_delta2_1_std"", ""mfcc_delta_1_std"", ""mfcc_13_std"", ""mfcc_10_std"", ""mfcc_13_mean"", ""mfcc_delta_2_mean"", ""mfcc_11_std""], ""mode"": ""explicit""}"	"{""C"": 10.0, ""class_weight"": {""0"": 5, ""1"": 1}, ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.82	0.89	0.66	0.46	90.0	8.0	22.0	0.0	0.94	0.98
2707	logistic_regression	ravdess	robust	True	explicit	all	20	"{""columns"": [""zcr_mean"", ""mfcc_2_std"", ""energy_std"", ""mfcc_delta_4_std"", ""energy_mean"", ""mfcc_6_std"", ""mfcc_delta_6_std"", ""mfcc_delta2_3_std"", ""hnr"", ""mfcc_4_std"", ""mfcc_1_std"", ""mfcc_7_mean"", ""mfcc_1_mean"", ""mfcc_delta_5_std"", ""F0_std"", ""mfcc_delta_13_std"", ""mfcc_13_mean"", ""mfcc_3_mean"", ""mfcc_delta_10_std"", ""mfcc_7_std""], ""mode"": ""explicit""}"	"{""C"": 10.0, ""class_weight"": {""0"": 5, ""1"": 1}, ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.84	0.91	0.61	0.27	241.0	11.0	9.0	39.0	0.76	0.98
2712	logistic_regression	ravdess	robust	False	explicit	all	20	"{""columns"": [""spectral_contrast_2_mean"", ""mfcc_2_std"", ""mfcc_1_mean"", ""mfcc_delta_4_std"", ""mfcc_7_std"", ""spectral_contrast_6_mean"", ""spec_rolloff_mean"", ""mfcc_5_mean"", ""spec_bandwidth_mean"", ""mfcc_4_std"", ""spec_centroid_mean"", ""mfcc_3_mean"", ""spectral_contrast_3_mean"", ""mfcc_4_mean"", ""mfcc_delta_1_std"", ""hnr"", ""mfcc_delta_5_std"", ""mfcc_6_mean"", ""mfcc_7_mean"", ""mfcc_10_std""], ""mode"": ""explicit""}"	"{""C"": 10.0, ""class_weight"": {""0"": 5, ""1"": 1}, ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.88	0.94	0.56	0.12	260.0	4.0	16.0	20.0	0.77	0.98
2717	logistic_regression	ravdess	standard	True	explicit	all	20	"{""columns"": [""energy_mean"", ""mfcc_1_mean"", ""zcr_mean"", ""mfcc_3_std"", ""mfcc_delta_4_std"", ""mfcc_2_std"", ""mfcc_delta_3_std"", ""mfcc_delta_5_std"", ""mfcc_6_std"", ""mfcc_7_mean"", ""mfcc_4_std"", ""mfcc_1_std"", ""mfcc_3_mean"", ""mfcc_delta_13_std"", ""spectral_contrast_3_mean"", ""mfcc_delta2_13_std"", ""mfcc_13_mean"", ""mfcc_delta_6_std"", ""mfcc_6_mean"", ""mfcc_delta2_3_std""], ""mode"": ""explicit""}"	"{""C"": 10.0, ""class_weight"": {""0"": 5, ""1"": 1}, ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.83	0.9	0.61	0.28	236.0	12.0	8.0	44.0	0.78	0.98
2722	logistic_regression	ravdess	standard	False	explicit	all	20	"{""columns"": [""spectral_contrast_2_mean"", ""mfcc_2_std"", ""mfcc_1_mean"", ""mfcc_delta_4_std"", ""spectral_contrast_6_mean"", ""mfcc_7_std"", ""spec_rolloff_mean"", ""mfcc_5_mean"", ""spec_bandwidth_mean"", ""mfcc_4_std"", ""spec_centroid_mean"", ""mfcc_3_mean"", ""mfcc_delta_1_std"", ""mfcc_delta_12_std"", ""spectral_contrast_3_mean"", ""mfcc_4_mean"", ""mfcc_6_mean"", ""mfcc_delta_13_mean"", ""mfcc_delta2_9_mean"", ""hnr""], ""mode"": ""explicit""}"	"{""C"": 10.0, ""class_weight"": {""0"": 5, ""1"": 1}, ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.89	0.94	0.59	0.17	262.0	5.0	15.0	18.0	0.76	0.98
2727	logistic_regression	ravdess	none	True	explicit	all	20	"{""columns"": [""mfcc_delta_4_std"", ""mfcc_delta_6_std"", ""mfcc_6_std"", ""mfcc_2_std"", ""mfcc_4_std"", ""mfcc_1_std"", ""mfcc_7_mean"", ""zcr_mean"", ""mfcc_delta_3_std"", ""mfcc_3_std"", ""mfcc_delta2_3_std"", ""mfcc_delta_13_std"", ""chroma_5_mean"", ""mfcc_7_std"", ""hnr"", ""mfcc_delta_5_std"", ""spectral_contrast_3_mean"", ""mfcc_8_mean"", ""spec_rolloff_mean"", ""mfcc_delta2_13_std""], ""mode"": ""explicit""}"	"{""C"": 10.0, ""class_weight"": {""0"": 5, ""1"": 1}, ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.76	0.86	0.55	0.21	216.0	12.0	8.0	64.0	0.75	0.98
2732	logistic_regression	ravdess	none	False	explicit	all	20	"{""columns"": [""mfcc_delta_13_mean"", ""chroma_8_mean"", ""shimmer"", ""mfcc_delta_6_mean"", ""chroma_9_mean"", ""mfcc_delta_7_mean"", ""chroma_10_mean"", ""mfcc_delta2_4_mean"", ""mfcc_delta2_6_mean"", ""mfcc_delta2_9_mean"", ""mfcc_delta_12_mean"", ""chroma_11_mean"", ""mfcc_delta_4_std"", ""mfcc_delta_5_mean"", ""mfcc_delta_2_mean"", ""mfcc_delta2_12_mean"", ""mfcc_delta_10_mean"", ""mfcc_delta_8_mean"", ""mfcc_delta2_1_mean"", ""mfcc_delta_7_std""], ""mode"": ""explicit""}"	"{""C"": 10.0, ""class_weight"": {""0"": 5, ""1"": 1}, ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.87	0.93	0.51	0.02	258.0	2.0	18.0	22.0	0.61	0.95
2737	logistic_regression	savee	robust	True	explicit	all	20	"{""columns"": [""spectral_contrast_7_mean"", ""mfcc_delta2_13_std"", ""zcr_mean"", ""mfcc_delta2_12_std"", ""mfcc_5_mean"", ""mfcc_delta2_7_std"", ""F0_mean"", ""energy_mean"", ""mfcc_10_mean"", ""mfcc_1_std"", ""mfcc_11_mean"", ""spectral_contrast_2_mean"", ""chroma_11_mean"", ""mfcc_delta_12_std"", ""spectral_contrast_6_mean"", ""chroma_6_mean"", ""hnr"", ""mfcc_delta_5_mean"", ""chroma_8_mean"", ""chroma_10_mean""], ""mode"": ""explicit""}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 5}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.75	0.86	0.43	0.0	90.0	0.0	30.0	0.0	0.69	0.89
2742	logistic_regression	savee	robust	False	explicit	all	20	"{""columns"": [""mfcc_delta2_1_mean"", ""mfcc_delta2_7_std"", ""mfcc_delta2_13_std"", ""F0_mean"", ""hnr"", ""shimmer"", ""spectral_contrast_2_mean"", ""mfcc_1_std"", ""mfcc_5_mean"", ""energy_std"", ""chroma_11_mean"", ""mfcc_11_mean"", ""chroma_6_mean"", ""mfcc_delta2_10_std"", ""chroma_8_mean"", ""chroma_10_mean"", ""mfcc_13_std"", ""spec_centroid_mean"", ""zcr_mean"", ""mfcc_2_mean""], ""mode"": ""explicit""}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 5}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.75	0.86	0.43	0.0	90.0	0.0	30.0	0.0	0.87	0.96
2747	logistic_regression	savee	standard	True	explicit	all	20	"{""columns"": [""spectral_contrast_7_mean"", ""mfcc_delta2_13_std"", ""mfcc_delta2_7_std"", ""mfcc_5_mean"", ""chroma_11_mean"", ""spectral_contrast_2_mean"", ""mfcc_delta2_12_std"", ""chroma_6_mean"", ""mfcc_10_mean"", ""mfcc_delta_12_std"", ""spectral_contrast_6_mean"", ""mfcc_11_mean"", ""F0_mean"", ""mfcc_13_std"", ""mfcc_delta_5_mean"", ""mfcc_delta2_1_mean"", ""mfcc_2_mean"", ""mfcc_1_std"", ""F0_std"", ""jitter""], ""mode"": ""explicit""}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 5}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.75	0.86	0.43	0.0	90.0	0.0	30.0	0.0	0.74	0.91
2752	logistic_regression	savee	standard	False	explicit	all	20	"{""columns"": [""mfcc_delta2_13_std"", ""mfcc_delta2_7_std"", ""mfcc_5_mean"", ""mfcc_13_std"", ""chroma_11_mean"", ""mfcc_11_mean"", ""mfcc_13_mean"", ""chroma_6_mean"", ""mfcc_1_std"", ""spectral_contrast_2_mean"", ""mfcc_2_mean"", ""F0_mean"", ""mfcc_delta2_1_mean"", ""jitter"", ""mfcc_delta2_10_std"", ""chroma_10_mean"", ""mfcc_delta_12_std"", ""spec_centroid_mean"", ""mfcc_9_mean"", ""spectral_contrast_7_mean""], ""mode"": ""explicit""}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 5}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.75	0.86	0.43	0.0	90.0	0.0	30.0	0.0	0.86	0.96
2757	logistic_regression	savee	none	True	explicit	all	20	"{""columns"": [""mfcc_delta2_7_std"", ""mfcc_delta2_12_std"", ""spectral_contrast_6_mean"", ""spectral_contrast_2_mean"", ""mfcc_5_mean"", ""mfcc_delta2_13_std"", ""energy_mean"", ""mfcc_delta_4_mean"", ""spectral_contrast_7_mean"", ""mfcc_delta_12_std"", ""F0_std"", ""mfcc_delta_9_mean"", ""mfcc_delta2_2_mean"", ""mfcc_7_mean"", ""chroma_11_mean"", ""spec_centroid_mean"", ""mfcc_11_std"", ""mfcc_delta_5_mean"", ""F0_mean"", ""mfcc_2_std""], ""mode"": ""explicit""}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 5}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.72	0.84	0.42	-0.09	87.0	0.0	30.0	3.0	0.86	0.96
2762	logistic_regression	savee	none	False	explicit	all	20	"{""columns"": [""spectral_contrast_2_mean"", ""spectral_contrast_6_mean"", ""mfcc_12_std"", ""mfcc_10_std"", ""mfcc_delta2_7_std"", ""spectral_contrast_4_mean"", ""mfcc_delta_1_std"", ""mfcc_delta2_3_std"", ""spectral_contrast_7_mean"", ""mfcc_13_std"", ""mfcc_5_mean"", ""mfcc_7_mean"", ""mfcc_13_mean"", ""mfcc_delta2_13_std"", ""mfcc_delta_12_std"", ""hnr"", ""mfcc_delta2_1_std"", ""mfcc_delta2_12_std"", ""mfcc_7_std"", ""mfcc_delta2_1_mean""], ""mode"": ""explicit""}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 5}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.75	0.86	0.43	0.0	90.0	0.0	30.0	0.0	0.89	0.97
2767	logistic_regression	ravdess	robust	True	explicit	all	20	"{""columns"": [""energy_std"", ""F0_mean"", ""energy_mean"", ""mfcc_delta_5_std"", ""spectral_contrast_6_mean"", ""mfcc_delta_7_std"", ""F0_std"", ""mfcc_delta_1_mean"", ""zcr_mean"", ""spectral_contrast_1_mean"", ""mfcc_delta2_8_std"", ""mfcc_delta2_13_std"", ""mfcc_delta_13_std"", ""mfcc_13_std"", ""mfcc_delta_11_std"", ""mfcc_delta2_12_std"", ""mfcc_2_mean"", ""mfcc_5_std"", ""mfcc_6_mean"", ""mfcc_5_mean""], ""mode"": ""explicit""}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 5}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.93	0.97	0.48	0.0	280.0	0.0	20.0	0.0	0.82	0.99
2772	logistic_regression	ravdess	robust	False	explicit	all	20	"{""columns"": [""spectral_contrast_2_mean"", ""mfcc_delta2_3_std"", ""mfcc_delta_4_std"", ""mfcc_delta_5_std"", ""spec_bandwidth_mean"", ""zcr_mean"", ""mfcc_delta_2_std"", ""mfcc_10_std"", ""mfcc_2_std"", ""mfcc_5_mean"", ""energy_std"", ""mfcc_7_std"", ""energy_mean"", ""spec_rolloff_mean"", ""mfcc_1_std"", ""mfcc_delta_6_std"", ""mfcc_9_std"", ""mfcc_delta_1_std"", ""mfcc_delta2_9_std"", ""chroma_10_mean""], ""mode"": ""explicit""}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 5}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.93	0.97	0.48	0.0	280.0	0.0	20.0	0.0	0.79	0.98
2777	logistic_regression	ravdess	standard	True	explicit	all	20	"{""columns"": [""mfcc_2_std"", ""mfcc_delta_4_std"", ""zcr_mean"", ""mfcc_delta2_3_std"", ""hnr"", ""mfcc_delta_6_std"", ""mfcc_6_std"", ""mfcc_delta_5_std"", ""chroma_5_mean"", ""mfcc_7_mean"", ""F0_std"", ""mfcc_delta_13_std"", ""mfcc_delta2_8_std"", ""mfcc_7_std"", ""mfcc_delta_10_std"", ""mfcc_1_std"", ""mfcc_delta_3_std"", ""spec_rolloff_mean"", ""mfcc_delta_2_std"", ""mfcc_2_mean""], ""mode"": ""explicit""}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 5}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.93	0.97	0.48	0.0	280.0	0.0	20.0	0.0	0.77	0.98
2782	logistic_regression	ravdess	standard	False	explicit	all	20	"{""columns"": [""mfcc_delta_5_std"", ""mfcc_delta_4_std"", ""mfcc_delta2_3_std"", ""spectral_contrast_2_mean"", ""mfcc_7_std"", ""mfcc_2_std"", ""mfcc_1_mean"", ""mfcc_delta_2_std"", ""mfcc_5_mean"", ""mfcc_delta_1_std"", ""mfcc_10_std"", ""mfcc_3_mean"", ""mfcc_4_mean"", ""mfcc_delta_13_mean"", ""mfcc_delta_6_std"", ""mfcc_4_std"", ""mfcc_2_mean"", ""chroma_5_mean"", ""spectral_contrast_3_mean"", ""zcr_mean""], ""mode"": ""explicit""}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 5}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.93	0.97	0.48	0.0	280.0	0.0	20.0	0.0	0.81	0.98
2787	logistic_regression	ravdess	none	True	explicit	all	20	"{""columns"": [""energy_mean"", ""energy_std"", ""F0_mean"", ""mfcc_1_mean"", ""zcr_mean"", ""F0_std"", ""mfcc_delta_5_std"", ""mfcc_2_mean"", ""mfcc_3_mean"", ""spectral_contrast_6_mean"", ""mfcc_5_mean"", ""mfcc_2_std"", ""mfcc_6_mean"", ""mfcc_4_mean"", ""mfcc_5_std"", ""mfcc_13_std"", ""mfcc_delta_13_std"", ""mfcc_10_std"", ""mfcc_delta2_8_std"", ""mfcc_10_mean""], ""mode"": ""explicit""}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 5}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.93	0.97	0.48	0.0	280.0	0.0	20.0	0.0	0.76	0.98
2792	logistic_regression	ravdess	none	False	explicit	all	20	"{""columns"": [""mfcc_delta_2_std"", ""mfcc_delta_4_std"", ""mfcc_delta2_3_std"", ""mfcc_delta_5_std"", ""spectral_contrast_2_mean"", ""mfcc_10_std"", ""mfcc_delta_1_std"", ""mfcc_7_std"", ""mfcc_13_std"", ""hnr"", ""mfcc_delta2_4_std"", ""spectral_contrast_6_mean"", ""mfcc_delta_6_std"", ""spectral_contrast_3_mean"", ""mfcc_delta_7_std"", ""mfcc_6_mean"", ""mfcc_delta_2_mean"", ""mfcc_delta_12_std"", ""mfcc_3_mean"", ""mfcc_8_std""], ""mode"": ""explicit""}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 5}, ""max_iter"": 2000, ""penalty"": ""l2"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.92	0.96	0.48	-0.03	277.0	0.0	20.0	3.0	0.76	0.98
2797	logistic_regression	savee	robust	True	explicit	all	20	"{""columns"": [""spectral_contrast_7_mean"", ""mfcc_5_mean"", ""chroma_11_mean"", ""mfcc_delta2_7_std"", ""mfcc_delta2_12_std"", ""mfcc_2_mean"", ""mfcc_delta2_13_std"", ""spectral_contrast_2_mean"", ""jitter"", ""mfcc_11_mean"", ""zcr_mean"", ""F0_mean"", ""mfcc_delta_12_std"", ""chroma_6_mean"", ""mfcc_1_std"", ""mfcc_5_std"", ""mfcc_delta2_3_std"", ""mfcc_delta_5_mean"", ""mfcc_10_std"", ""mfcc_delta2_10_std""], ""mode"": ""explicit""}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 5}, ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.75	0.86	0.43	0.0	90.0	0.0	30.0	0.0	0.74	0.91
2802	logistic_regression	savee	robust	False	explicit	all	20	"{""columns"": [""spectral_contrast_2_mean"", ""chroma_11_mean"", ""mfcc_2_mean"", ""mfcc_5_mean"", ""mfcc_delta2_7_std"", ""mfcc_11_mean"", ""mfcc_delta2_3_std"", ""mfcc_6_std"", ""mfcc_delta2_13_std"", ""mfcc_delta2_12_std"", ""mfcc_1_std"", ""F0_mean"", ""mfcc_delta_5_mean"", ""mfcc_delta2_1_mean"", ""mfcc_2_std"", ""mfcc_delta2_10_std"", ""mfcc_4_mean"", ""mfcc_delta_9_mean"", ""mfcc_delta_12_std"", ""mfcc_12_std""], ""mode"": ""explicit""}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 5}, ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.75	0.86	0.43	0.0	90.0	0.0	30.0	0.0	0.88	0.96
2807	logistic_regression	savee	standard	True	explicit	all	20	"{""columns"": [""spectral_contrast_7_mean"", ""chroma_11_mean"", ""mfcc_5_mean"", ""spectral_contrast_2_mean"", ""mfcc_delta2_7_std"", ""mfcc_delta2_12_std"", ""mfcc_delta2_13_std"", ""mfcc_2_mean"", ""mfcc_delta_12_std"", ""mfcc_10_mean"", ""mfcc_5_std"", ""F0_mean"", ""mfcc_delta2_10_std"", ""mfcc_delta2_3_std"", ""F0_std"", ""mfcc_1_std"", ""mfcc_11_mean"", ""mfcc_2_std"", ""jitter"", ""mfcc_10_std""], ""mode"": ""explicit""}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 5}, ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.75	0.86	0.43	0.0	90.0	0.0	30.0	0.0	0.75	0.91
2812	logistic_regression	savee	standard	False	explicit	all	20	"{""columns"": [""chroma_11_mean"", ""mfcc_2_mean"", ""spectral_contrast_2_mean"", ""mfcc_5_mean"", ""mfcc_delta2_7_std"", ""mfcc_11_mean"", ""mfcc_delta2_3_std"", ""mfcc_delta2_13_std"", ""mfcc_delta2_12_std"", ""mfcc_delta2_10_std"", ""mfcc_delta_5_mean"", ""mfcc_1_std"", ""mfcc_2_std"", ""mfcc_6_std"", ""mfcc_4_mean"", ""mfcc_delta_12_std"", ""chroma_6_mean"", ""chroma_1_mean"", ""spec_centroid_mean"", ""F0_mean""], ""mode"": ""explicit""}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 5}, ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.75	0.86	0.43	0.0	90.0	0.0	30.0	0.0	0.87	0.96
2817	logistic_regression	savee	none	True	explicit	all	20	"{""columns"": [""spectral_contrast_7_mean"", ""mfcc_delta2_12_std"", ""energy_mean"", ""spectral_contrast_6_mean"", ""spectral_contrast_2_mean"", ""mfcc_delta_12_std"", ""mfcc_delta2_7_std"", ""mfcc_delta2_13_std"", ""mfcc_5_mean"", ""mfcc_10_mean"", ""mfcc_delta_9_mean"", ""chroma_11_mean"", ""chroma_6_mean"", ""spectral_contrast_3_mean"", ""mfcc_delta2_3_std"", ""mfcc_delta_4_mean"", ""mfcc_2_std"", ""mfcc_5_std"", ""spec_bandwidth_mean"", ""chroma_8_mean""], ""mode"": ""explicit""}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 5}, ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.75	0.86	0.43	0.0	90.0	0.0	30.0	0.0	0.83	0.95
2822	logistic_regression	savee	none	False	explicit	all	20	"{""columns"": [""spectral_contrast_2_mean"", ""mfcc_12_std"", ""mfcc_13_mean"", ""mfcc_5_mean"", ""mfcc_10_std"", ""mfcc_3_std"", ""mfcc_12_mean"", ""mfcc_2_std"", ""mfcc_10_mean"", ""mfcc_delta_1_std"", ""mfcc_7_mean"", ""mfcc_1_std"", ""spectral_contrast_6_mean"", ""mfcc_2_mean"", ""F0_mean"", ""mfcc_3_mean"", ""spec_centroid_mean"", ""mfcc_6_std"", ""F0_std"", ""mfcc_7_std""], ""mode"": ""explicit""}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 5}, ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.75	0.86	0.43	0.0	90.0	0.0	30.0	0.0	0.86	0.96
2827	logistic_regression	ravdess	robust	True	explicit	all	20	"{""columns"": [""mfcc_2_std"", ""zcr_mean"", ""mfcc_delta_4_std"", ""mfcc_delta_5_std"", ""F0_std"", ""chroma_5_mean"", ""mfcc_delta2_3_std"", ""jitter"", ""hnr"", ""mfcc_delta_13_std"", ""mfcc_delta_10_std"", ""mfcc_1_std"", ""mfcc_7_std"", ""energy_mean"", ""mfcc_4_mean"", ""mfcc_7_mean"", ""mfcc_12_mean"", ""mfcc_delta_2_std"", ""mfcc_10_std"", ""spectral_contrast_6_mean""], ""mode"": ""explicit""}"	"{""C"": 0.1, ""class_weight"": {""0"": 1, ""1"": 5}, ""max_iter"": 2000, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}"	0.93	0.97	0.48	0.0	280.0	0.0	20.0	0.0	0.79	0.98
